"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
newborn_disch_meds_new,newborn_details,,notes,"Discharge meds",,,,,,,"[is_newbron_disch_meds_new] = '1'",y,,,,," @HIDDEN"
mat_data_entry_end_time,newborn_details,,text,"Maternal Data entry end time",,,datetime_dmy,,,,,y,,,,," @NOTPAST @NOTFUTURE"
mat_data_entry_dur_min,newborn_details,,calc,"Maternal Data entry duration(mins)","roundup(datediff([data_entry_start_time],[mat_data_entry_end_time],""m""), 1)",,,,,,,,,,,," @READONLY"
newborn_ipno,newborn_discharge_summary,,text,"Newborn IPNO",,,,,,y,,y,,,,,
newborn_date_discharge,newborn_discharge_summary,,text,"Date of discharge",,,date_dmy,[date_delivery],,,,y,,,,," @HIDEBUTTON @NOTFUTURE"
time_newborn_discharge,newborn_discharge_summary,,text,"Time of discharge",,,time,,,,,y,,,,," @HIDEBUTTON"
newborn_time_disch_unit,newborn_discharge_summary,,radio,AM/PM?,"1, AM | 2, PM",,,,,,,y,,,,,
newborn_outcome,newborn_discharge_summary,,radio,"Newborn outcome at discharge","1, Alive | 2, Dead | 3, Referred | 4, Discharged Against Medical Advice",,,,,,,y,,,,,
is_pri_newborn_disch_dx,newborn_discharge_summary,,yesno,"Clear primary discharge diagnosis",,,,,,,,y,,,,,
newborn_primary_disch_diag,newborn_discharge_summary,,radio,"Newborn primary discharge diagnosis","0, Well baby | 1, Birth Asphyxia | 2, Preterm | 3, LBW | 4, Newborn RDS | 5, Neonatal Sepsis | 6, Jaundice | 7, Anaemia | 8, Meningitis | 9, Congenital Anomaly | 10, Meconium Aspiration | 11, Macrosomia",,,,,,,y,,,,,
newborn_pri_disch_diag_oth,newborn_discharge_summary,,text,"Please specify other primary discharge diagnosis",,,,,,,"[newborn_primary_disch_diag] = 'OTH'",y,,,,," @HIDDEN"
newborn_sec_disch_diag,newborn_discharge_summary,,checkbox,"Newborn secondary discharge diagnoses","1, Birth Asphyxia | 2, Preterm | 3, LBW | 4, Newborn RDS | 5, Neonatal Sepsis | 6, Jaundice | 7, Anaemia | 8, Meningitis | 9, Congenital Anomaly | 10, Meconium Aspiration | 11, Macrosomia | 999, Other(specify)",,,,,,,y,,,,,
newborn_discharge_dx_oth,newborn_discharge_summary,,notes,"Please specify other discharge diagnoses",,,,,,,"[newborn_sec_disch_diag(999)] = '1'",y,,,,," @HIDDEN"
is_newbron_disch_meds,newborn_discharge_summary,,yesno,"Has discharge medications?",,,,,,,,y,,,,," @HIDDEN"
newborn_disch_meds,newborn_discharge_summary,,notes,"Discharge meds",,,,,,,"[is_newbron_disch_meds] = '1'",y,,,,," @HIDDEN"
newborn_disch_clinician,newborn_discharge_summary,,sql,"Discharging clinician name","SELECT d1.record,
      CONCAT(d1.value, ' (',
             (SELECT d2.value
              FROM redcap_data d2
              WHERE d2.record = d1.record
                AND d2.field_name = 'cadre'
                AND d2.project_id = 976)
            ,')' ) AS concatenated_value
FROM redcap_data d1
WHERE d1.project_id = 976
  AND d1.field_name = 'clinician_name'
  AND d1.record IN (
    SELECT record
    FROM redcap_data
    WHERE project_id = 976
      AND field_name = 'clinician_id'
  )
ORDER BY d1.value;",,,,,,,y,,,,,
nb_data_entry_end_time,newborn_discharge_summary,,text,"Data entry end time",,,datetime_dmy,,,,,y,,,,," @NOTPAST @NOTFUTURE"
nb_data_entry_dur_min,newborn_discharge_summary,,calc,"Newborn Data entry duration(mins)","roundup(datediff([data_entry_start_time],[nb_data_entry_end_time],""m""), 1)",,,,,,,,,,,," @READONLY"
